transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000595820.6	0	0	0	0
ENST00000595891.1	0	0	0	0
ENST00000595923.5	0	0	0	0
ENST00000595948.5	3	0	2	0
ENST00000595962.6	273	20	109	10
ENST00000596046.1	769	652	1282	691
ENST00000596148.3	404	49	386	43
ENST00000596217.1	769	155	712	119
ENST00000596251.6	118	15	121	15
ENST00000596288.7	2507	713	2491	556
ENST00000596358.6	853	242	833	208
ENST00000596399.2	0	0	0	0
ENST00000596516.2	14	10	109	19
ENST00000596535.3	0	0	0	0
ENST00000596536.5	60	3	61	2
ENST00000596542.1	0	0	0	0
ENST00000596731.7	484	136	0	0
ENST00000596755.1	76	3	5	0
ENST00000596831.1	0	0	0	0
ENST00000597186.5	34	10	32	8
ENST00000597188.6	58	67	56	51
ENST00000597198.5	448	87	435	66
ENST00000597229.2	179	129	79	60
ENST00000597252.5	43	3	19	2
ENST00000597279.5	827	159	786	119
ENST00000597436.5	565	148	548	117
ENST00000597505.5	4	0	4	0
ENST00000597510.6	0	0	0	0
ENST00000597595.6	3	0	3	0
ENST00000597597.1	29	20	11	7
ENST00000597630.2	0	0	0	0
ENST00000597664.6	1	0	1	0
ENST00000597761.7	1	0	0	0
ENST00000597850.2	0	0	0	0
ENST00000597853.5	0	0	0	0
ENST00000597960.7	866	440	980	384
ENST00000598087.3	1	0	0	0
ENST00000598088.5	126	41	124	34
ENST00000598234.6	5	8	3	8
ENST00000598239.5	0	0	0	0
ENST00000598245.2	176	13	6	0
ENST00000598249.6	4	0	4	0
ENST00000598265.1	0	0	0	0
ENST00000598334.5	98	4	94	3
ENST00000598361.4	0	0	0	0
ENST00000598383.3	0	0	0	0
ENST00000598398.5	0	0	0	0
ENST00000598409.6	0	0	0	0
ENST00000598418.6	193	43	185	35
ENST00000598441.6	1093	577	1036	471
ENST00000598475.1	0	0	0	0
ENST00000598513.5	1	0	0	0
ENST00000598519.2	71	7	65	8
ENST00000598523.3	258	11	254	8
ENST00000598581.3	0	0	0	0
ENST00000598664.5	0	0	4	0
ENST00000598742.6	666	779	978	704
ENST00000598753.1	0	0	0	0
ENST00000598776.1	0	1	0	0
ENST00000598884.1	0	0	0	0
ENST00000598935.5	0	0	0	0
ENST00000598963.3	0	0	0	0
ENST00000599117.5	1271	359	1253	290
ENST00000599164.5	1	0	1	0
ENST00000599174.3	0	0	0	0
ENST00000599180.2	1	0	0	0
ENST00000599218.6	133	23	134	20
ENST00000599263.6	1	0	1	0
ENST00000599312.1	5	0	0	0
ENST00000599359.1	1	0	1	0
ENST00000599405.3	0	0	0	0
ENST00000599531.2	0	0	0	0
ENST00000599538.5	228	24	216	17
ENST00000599599.6	33	17	26	13
ENST00000599612.3	248	24	244	21
ENST00000599672.6	708	177	710	134
ENST00000599795.5	0	3	0	0
ENST00000599812.5	12	0	3	0
ENST00000599837.3	0	0	0	0
ENST00000599840.5	130	20	121	17
ENST00000599845.3	0	0	0	0
ENST00000599921.6	27	3	25	3
ENST00000599962.2	0	0	0	0
ENST00000599996.1	0	0	0	0
ENST00000600067.1	0	0	2	0
ENST00000600100.6	6	0	6	0
ENST00000600118.5	684	153	664	126
ENST00000600213.3	4	1	0	0
ENST00000600228.6	132	4	67	0
ENST00000600324.5	3	0	3	0
ENST00000600449.8	209	14	321	19
ENST00000600490.5	182	6	180	9
ENST00000600659.3	4	0	403	391
ENST00000600729.2	0	0	0	0
ENST00000600737.5	574	131	551	106
ENST00000600766.3	0	0	0	0
ENST00000600767.5	0	0	0	0
ENST00000600799.2	0	0	0	0
ENST00000600835.6	1	0	1	0
ENST00000600991.6	0	0	0	0
ENST00000601048.6	76	16	69	16
ENST00000601098.6	901	236	849	176
ENST00000601181.6	0	0	0	0
ENST00000601241.5	0	0	0	0
ENST00000601302.3	6	0	5	0
ENST00000601372.6	86	24	57	9
ENST00000601380.3	0	0	0	0
ENST00000601382.2	0	0	0	0
ENST00000601417.3	1	0	0	0
ENST00000601538.5	1	0	0	0
ENST00000601674.6	0	0	0	0
ENST00000601693.2	0	0	0	0
ENST00000601808.1	98	8	41	5
ENST00000602063.5	96	4	46	1
ENST00000602094.5	267	81	248	59
ENST00000602117.1	3	0	3	0
ENST00000602124.1	1	0	0	0
ENST00000602142.6	1	0	1	1
ENST00000602168.1	0	0	0	0
ENST00000602195.5	0	0	0	0
ENST00000602212.6	3	0	3	0
ENST00000602297.1	0	0	0	0
ENST00000602312.2	0	0	0	0
ENST00000602318.5	325	52	397	46
ENST00000602369.3	0	0	0	0
ENST00000602384.5	0	0	0	0
ENST00000602390.5	7	0	0	0
ENST00000602398.3	1348	168	1306	125
ENST00000602402.6	911	50	910	41
ENST00000602452.3	0	0	0	0
ENST00000602465.5	235	17	231	12
ENST00000602501.5	3	0	3	0
ENST00000602548.2	0	0	0	0
ENST00000602593.6	0	0	8	0
ENST00000602624.7	1296	271	1301	221
ENST00000602676.6	388	543	377	431
ENST00000602710.5	215	23	398	39
ENST00000602795.6	1409	412	1390	321
ENST00000602845.2	128	23	122	20
ENST00000602956.5	0	0	0	0
ENST00000603017.2	42	6	40	3
ENST00000603027.5	0	0	0	0
ENST00000603197.6	0	0	0	0
ENST00000603357.2	264	18	256	14
ENST00000603540.2	3	0	14	0
ENST00000603640.6	0	0	0	0
ENST00000603700.1	0	0	0	0
ENST00000603767.1	0	0	0	0
ENST00000603798.6	66	3	65	2
ENST00000603928.3	29	22	29	11
ENST00000603943.6	4	0	2	0
ENST00000604000.4	662	39	646	31
ENST00000604011.5	0	0	0	0
ENST00000604062.6	0	0	0	0
ENST00000604093.2	3	0	2	0
ENST00000604404.5	0	0	0	0
ENST00000604458.1	0	0	0	0
ENST00000604534.5	0	0	0	0
ENST00000604567.5	291	114	271	88
ENST00000604629.5	0	0	0	0
ENST00000604641.6	2	0	2	0
ENST00000604646.1	1	0	0	0
ENST00000604834.6	0	0	0	0
ENST00000604952.1	3	0	0	0
ENST00000604957.1	264	37	253	26
ENST00000605259.2	0	0	1	0
ENST00000605424.6	1	0	1	0
ENST00000605587.2	0	0	0	0
ENST00000605786.5	229	7	212	5
ENST00000605844.6	1676	892	1583	574
ENST00000605895.6	670	120	652	95
ENST00000606025.5	0	0	0	0
ENST00000606080.2	7	0	7	0
ENST00000606098.1	280	19	248	13
ENST00000606109.1	1	0	1	0
ENST00000606117.2	127	22	121	14
ENST00000606162.6	187	41	238	35
ENST00000606183.4	0	0	0	0
ENST00000606214.5	244	17	235	13
ENST00000606293.5	0	0	0	0
ENST00000606320.6	379	81	369	61
ENST00000606589.1	0	0	0	0
ENST00000606738.3	175	25	176	18
ENST00000606794.1	0	0	0	0
ENST00000606812.5	46	12	45	11
ENST00000606888.3	39	3	38	3
ENST00000606911.6	909	128	859	94
ENST00000607016.2	262	62	263	53
ENST00000607093.1	0	0	0	0
ENST00000607124.1	541	2	97	0
ENST00000607197.6	359	67	359	48
ENST00000607355.2	0	0	0	0
ENST00000607357.2	231	72	237	76
ENST00000607367.5	92	19	3	0
ENST00000607484.6	369	86	370	70
ENST00000607574.2	0	0	0	0
ENST00000607714.6	849	218	845	177
ENST00000607772.6	45	0	46	0
ENST00000607778.2	204	10	255	12
ENST00000607829.5	374	25	0	0
ENST00000608263.5	0	0	0	0
ENST00000608372.5	248	11	259	9
ENST00000608382.5	191	17	182	11
ENST00000608416.5	72	2	19	1
ENST00000608424.6	1823	573	1793	485
ENST00000608872.6	514	116	529	91
ENST00000608933.6	99	1	98	1
ENST00000608990.6	0	1	0	0
ENST00000608999.6	75	19	100	13
ENST00000609104.5	249	34	245	27
ENST00000609129.2	0	0	0	0
ENST00000609256.1	18	0	18	0
ENST00000609261.6	339	52	317	39
ENST00000609375.1	81	10	0	0
ENST00000609421.1	322	49	883	221
ENST00000609438.2	24	0	24	0
ENST00000609451.5	1	0	1	0
ENST00000609480.4	0	0	0	0
ENST00000609618.2	9	3	0	0
ENST00000609664.2	0	0	0	0
ENST00000609684.2	14	0	10	0
ENST00000609686.3	0	0	0	0
ENST00000609713.2	2	0	2	0
ENST00000609812.6	0	0	0	0
ENST00000609879.2	12	0	1	0
ENST00000609883.1	11	0	10	0
ENST00000609923.6	108	11	103	8
ENST00000610020.2	392	14	439	11
ENST00000610140.7	400	34	793	38
ENST00000610189.2	822	160	816	117
ENST00000610212.3	0	0	0	0
ENST00000610213.6	359	22	349	14
ENST00000610222.2	0	0	0	0
ENST00000610261.6	0	0	0	0
ENST00000610322.5	702	146	685	109
ENST00000610343.4	1061	186	991	145
ENST00000610350.3	0	0	0	0
ENST00000610402.5	2342	480	3249	455
ENST00000610426.5	274	111	1107	257
ENST00000610442.1	0	0	0	0
ENST00000610445.2	0	0	0	0
ENST00000610495.1	0	0	0	0
ENST00000610511.4	7	0	6	0
ENST00000610521.1	0	0	0	0
ENST00000610540.4	46	6	47	2
ENST00000610581.4	2	4	2	3
ENST00000610595.4	1	3	0	0
ENST00000610598.4	0	0	0	0
ENST00000610657.2	0	0	0	0
ENST00000610660.1	0	0	0	0
ENST00000610664.5	0	0	0	0
ENST00000610672.4	223	46	202	34
ENST00000610704.5	363	59	310	50
ENST00000610722.4	11	1	11	2
ENST00000610726.4	2961	1274	3009	809
ENST00000610738.5	6	0	6	0
ENST00000610745.5	854	113	782	70
ENST00000610772.4	10	0	8	0
ENST00000610801.1	0	0	0	0
ENST00000610821.4	0	2	0	1
ENST00000610854.2	1	2	1	2
ENST00000610913.2	0	0	0	0
ENST00000610928.4	1	0	1	0
ENST00000610935.2	226	32	154	24
ENST00000610966.5	0	0	0	0
ENST00000610970.1	1	0	1	0
ENST00000611002.4	72	14	39	4
ENST00000611028.3	0	0	0	0
ENST00000611050.4	102	242	1301	900
ENST00000611055.4	672	131	659	68
ENST00000611074.4	870	104	860	89
ENST00000611155.4	507	148	499	118
ENST00000611156.4	0	0	0	0
ENST00000611161.2	117	18	112	15
ENST00000611185.4	647	85	1130	96
ENST00000611208.4	412	49	609	47
ENST00000611217.4	0	0	0	0
ENST00000611255.5	65	5	64	3
ENST00000611257.4	0	0	0	0
ENST00000611299.4	6	0	6	0
ENST00000611388.1	0	0	0	0
ENST00000611392.5	0	0	0	0
ENST00000611444.2	2	0	0	0
ENST00000611517.4	316	15	310	12
ENST00000611551.1	18	0	18	0
ENST00000611618.1	63	31	59	20
ENST00000611620.4	0	0	0	0
ENST00000611621.2	45	17	44	15
ENST00000611638.4	1	0	1	0
ENST00000611639.1	2	0	0	0
ENST00000611641.1	0	0	0	0
ENST00000611660.5	0	0	0	0
ENST00000611665.4	782	178	788	134
ENST00000611668.4	0	0	0	0
ENST00000611712.4	362	35	352	29
ENST00000611745.2	4	0	4	0
ENST00000611864.4	0	0	0	0
ENST00000611870.5	0	0	0	0
ENST00000611884.5	670	78	700	66
ENST00000611898.4	0	0	0	0
ENST00000611905.2	0	0	0	0
ENST00000611927.2	0	0	0	0
ENST00000611976.1	344	15	373	13
ENST00000611977.2	1	0	0	0
ENST00000611999.4	0	0	0	0
ENST00000612042.4	1	1	1	0
ENST00000612078.5	0	0	0	0
ENST00000612130.4	102	24	165	23
ENST00000612133.4	253	46	253	39
ENST00000612146.4	1	0	1	0
ENST00000612183.4	0	0	0	0
ENST00000612221.1	1	0	1	0
ENST00000612278.4	0	0	0	0
ENST00000612286.4	0	0	0	0
ENST00000612339.4	70	0	67	0
ENST00000612363.2	174	15	137	2
ENST00000612377.2	0	0	0	0
ENST00000612399.4	502	85	1486	181
ENST00000612460.5	211	35	200	22
ENST00000612501.2	209	328	199	249
ENST00000612570.4	910	90	891	72
ENST00000612591.4	0	0	0	0
ENST00000612612.5	0	0	0	0
ENST00000612661.2	648	134	609	119
ENST00000612677.6	1	0	1	0
ENST00000612714.1	0	0	0	0
ENST00000612727.4	0	0	0	0
ENST00000612742.4	346	24	394	20
ENST00000612748.1	2111	498	2027	338
ENST00000612750.5	948	140	1321	129
ENST00000612771.5	0	0	0	0
ENST00000612813.4	5	0	5	0
ENST00000612814.5	375	29	377	11
ENST00000612867.4	10	1	25	3
ENST00000612892.4	278	7	272	6
ENST00000612898.1	225	1	60	0
ENST00000612899.5	435	54	422	47
ENST00000612907.2	0	0	0	0
ENST00000612929.2	0	0	0	0
ENST00000612935.4	44	7	32	6
ENST00000612958.1	0	0	0	0
ENST00000612966.3	7	0	0	0
ENST00000613019.4	1	0	1	0
ENST00000613058.4	735	122	851	115
ENST00000613069.4	3	0	3	0
ENST00000613071.1	2	0	2	0
ENST00000613099.4	983	153	954	109
ENST00000613102.5	997	169	966	137
ENST00000613122.5	487	84	464	69
ENST00000613128.4	0	0	0	0
ENST00000613157.2	0	0	0	0
ENST00000613174.2	385	0	47	0
ENST00000613183.1	196	56	209	50
ENST00000613219.4	166	14	165	11
ENST00000613244.1	0	0	0	0
ENST00000613252.5	0	0	0	0
ENST00000613266.4	441	33	559	31
ENST00000613296.5	558	100	482	80
ENST00000613312.4	131	118	128	87
ENST00000613322.4	586	124	560	99
ENST00000613326.4	556	200	284	79
ENST00000613352.1	0	0	0	0
ENST00000613358.4	1056	390	1038	322
ENST00000613385.4	95	8	0	0
ENST00000613394.4	281	83	275	62
ENST00000613397.4	298	57	253	35
ENST00000613411.4	0	0	0	0
ENST00000613416.4	587	93	572	71
ENST00000613466.4	78	2	102	2
ENST00000613478.2	213	15	216	9
ENST00000613482.2	5	0	5	0
ENST00000613488.3	5	0	2	0
ENST00000613503.5	262	73	91	13
ENST00000613525.4	0	0	0	0
ENST00000613533.4	194	35	185	24
ENST00000613549.3	0	0	1	0
ENST00000613569.4	615	57	886	60
ENST00000613597.1	0	0	0	0
ENST00000613675.5	514	115	901	137
ENST00000613694.5	159	19	156	11
ENST00000613726.4	0	0	0	0
ENST00000613744.4	3	0	0	0
ENST00000613773.4	0	0	0	0
ENST00000613788.1	0	0	0	0
ENST00000613854.2	564	0	307	0
ENST00000613886.4	3	0	3	0
ENST00000613894.3	0	0	0	0
ENST00000613904.1	494	56	479	31
ENST00000613922.2	0	0	0	0
ENST00000613979.5	0	1	0	0
ENST00000614012.4	243	12	261	16
ENST00000614032.5	74	4	68	3
ENST00000614034.5	80	5	73	4
ENST00000614049.5	32	9	25	7
ENST00000614055.2	0	0	0	0
ENST00000614058.4	1630	268	1575	201
ENST00000614072.1	0	0	0	0
ENST00000614091.4	51	0	42	0
ENST00000614127.4	0	0	0	0
ENST00000614158.1	0	0	0	0
ENST00000614167.2	94	9	86	5
ENST00000614228.1	0	0	0	0
ENST00000614239.1	0	0	0	0
ENST00000614247.2	543	0	374	0
ENST00000614302.5	265	28	264	19
ENST00000614341.5	2	0	2	0
ENST00000614342.1	42	0	41	0
ENST00000614378.1	675	2	187	2
ENST00000614404.1	351	406	163	71
ENST00000614411.1	353	58	344	43
ENST00000614428.4	2113	432	2058	332
ENST00000614443.2	258	59	246	43
ENST00000614444.4	0	0	0	0
ENST00000614445.4	484	192	661	135
ENST00000614476.4	348	51	307	30
ENST00000614490.4	0	0	0	0
ENST00000614491.1	0	0	0	0
ENST00000614497.5	0	0	0	0
ENST00000614499.4	688	78	671	59
ENST00000614556.5	710	70	711	61
ENST00000614557.1	0	0	0	0
ENST00000614558.2	376	65	365	54
ENST00000614565.5	0	0	0	0
ENST00000614616.4	1521	240	1472	179
ENST00000614623.4	702	249	680	200
ENST00000614628.5	424	38	421	30
ENST00000614654.2	93	35	90	27
ENST00000614722.2	0	0	0	0
ENST00000614757.4	1	3	0	0
ENST00000614766.5	134	20	129	17
ENST00000614790.5	307	61	289	46
ENST00000614806.1	0	0	0	0
ENST00000614830.5	624	149	605	124
ENST00000614839.4	0	0	0	0
ENST00000614847.1	3	0	4	0
ENST00000614859.5	0	0	0	0
ENST00000614891.5	2	0	2	0
ENST00000614894.4	0	0	0	0
ENST00000614923.1	0	0	0	0
ENST00000614924.5	0	0	0	0
ENST00000614971.4	1004	101	983	76
ENST00000614987.5	255	14	250	11
ENST00000615007.4	0	0	0	0
ENST00000615035.3	0	0	0	0
ENST00000615050.2	0	0	0	0
ENST00000615107.6	0	0	0	0
ENST00000615129.4	0	0	0	0
ENST00000615133.2	0	0	0	0
ENST00000615164.2	713	0	333	0
ENST00000615182.5	409	69	403	50
ENST00000615189.5	87	14	86	10
ENST00000615198.4	6	1	5	1
ENST00000615230.4	13	0	13	0
ENST00000615234.5	620	227	670	200
ENST00000615244.4	0	0	0	0
ENST00000615277.5	146	11	138	7
ENST00000615281.4	0	1	0	0
ENST00000615301.4	714	90	703	69
ENST00000615353.1	365	0	198	0
ENST00000615358.4	0	0	0	0
ENST00000615367.4	0	0	0	0
ENST00000615383.5	687	76	669	51
ENST00000615421.4	6	5	1	0
ENST00000615430.4	0	0	0	0
ENST00000615439.5	1	0	1	0
ENST00000615526.1	1	0	1	0
ENST00000615527.1	284	74	276	63
ENST00000615540.4	1594	206	1425	138
ENST00000615541.3	4	4	0	0
ENST00000615550.5	467	44	1041	50
ENST00000615575.5	4	3	4	0
ENST00000615612.2	18	2	16	1
ENST00000615637.3	6	0	6	0
ENST00000615670.5	248	56	241	38
ENST00000615746.4	4	0	4	0
ENST00000615748.4	0	0	0	0
ENST00000615808.5	0	0	0	0
ENST00000615853.1	0	0	0	0
ENST00000615863.2	0	0	0	0
ENST00000615868.2	599	0	283	0
ENST00000615887.4	0	0	0	0
ENST00000615891.2	120	9	121	6
ENST00000615905.5	0	0	0	0
ENST00000615911.4	323	25	312	21
ENST00000615966.2	16	0	0	0
ENST00000615982.4	172	57	168	44
ENST00000615984.4	161	15	176	18
ENST00000616035.4	236	46	14	7
ENST00000616054.2	0	0	0	0
ENST00000616056.4	0	0	0	0
ENST00000616101.4	0	0	0	0
ENST00000616140.2	857	309	870	259
ENST00000616144.4	322	49	369	47
ENST00000616146.4	382	39	468	28
ENST00000616182.2	425	1	129	0
ENST00000616191.4	0	0	0	0
ENST00000616199.4	303	65	295	48
ENST00000616258.3	0	0	0	0
ENST00000616265.4	318	20	313	19
ENST00000616288.4	958	179	858	121
ENST00000616305.2	166	8	125	2
ENST00000616316.1	182	22	115	9
ENST00000616365.2	5	0	1	0
ENST00000616371.4	68	0	115	0
ENST00000616416.4	1	0	1	0
ENST00000616417.5	120	1	116	0
ENST00000616433.4	0	0	0	0
ENST00000616445.4	9	5	9	4
ENST00000616524.4	31	6	31	4
ENST00000616559.4	102	33	93	25
ENST00000616600.5	694	163	664	113
ENST00000616623.4	148	16	150	12
ENST00000616640.1	286	33	271	23
ENST00000616645.4	0	0	0	0
ENST00000616661.5	405	54	378	50
ENST00000616694.1	0	0	0	0
ENST00000616701.5	319	75	305	62
ENST00000616721.6	0	0	0	0
ENST00000616725.4	0	0	0	0
ENST00000616727.4	4	0	4	0
ENST00000616763.4	0	0	0	0
ENST00000616793.5	6	1	6	1
ENST00000616804.5	0	0	0	0
ENST00000616824.1	0	0	0	0
ENST00000616978.5	26	0	29	0
ENST00000616979.4	0	0	0	0
ENST00000616987.5	0	0	0	0
ENST00000617053.2	0	0	0	0
ENST00000617101.4	0	0	0	0
ENST00000617120.4	0	0	0	0
ENST00000617146.5	9	2	9	1
ENST00000617152.1	0	0	0	0
ENST00000617190.4	865	202	848	160
ENST00000617224.3	0	0	0	0
ENST00000617233.2	2	0	2	0
ENST00000617275.5	1088	108	1058	84
ENST00000617285.5	1866	371	1796	281
ENST00000617311.1	0	0	0	0
ENST00000617313.4	15	1	15	1
ENST00000617316.2	210	16	166	10
ENST00000617388.4	33	3	29	2
ENST00000617421.4	0	0	0	0
ENST00000617428.3	370	66	364	59
ENST00000617429.5	469	56	463	43
ENST00000617444.5	82	7	67	2
ENST00000617445.4	173	18	166	14
ENST00000617453.1	0	0	0	0
ENST00000617501.5	309	62	238	38
ENST00000617533.4	666	104	635	78
ENST00000617537.5	3	0	2	0
ENST00000617558.2	0	0	0	0
ENST00000617569.2	484	0	249	0
ENST00000617575.5	0	0	0	0
ENST00000617607.4	2	0	1	0
ENST00000617612.3	4	0	4	0
ENST00000617620.1	0	0	0	0
ENST00000617633.5	1057	134	1044	95
ENST00000617690.2	0	0	0	0
ENST00000617704.1	0	0	0	0
ENST00000617706.4	0	0	0	0
ENST00000617714.2	40	6	39	5
ENST00000617716.4	30	9	0	0
ENST00000617752.1	0	0	0	0
ENST00000617768.5	97	14	97	12
ENST00000617804.1	0	2	0	1
ENST00000617807.2	0	0	0	0
ENST00000617811.5	0	0	0	0
ENST00000617859.4	145	15	139	14
ENST00000617875.6	288	220	260	175
ENST00000617889.5	0	0	0	0
ENST00000617897.2	0	0	0	0
ENST00000617928.5	1613	215	1509	181
ENST00000617931.4	1	6	0	0
ENST00000617979.5	563	82	559	73
ENST00000617991.4	4	0	3	0
ENST00000617999.4	2	0	2	0
ENST00000618007.4	1	0	0	0
ENST00000618014.1	1440	232	1351	159
ENST00000618052.2	598	0	294	0
ENST00000618098.4	147	15	143	15
ENST00000618099.4	502	126	472	101
ENST00000618116.4	0	0	0	0
ENST00000618123.4	715	90	677	67
ENST00000618136.1	0	0	0	0
ENST00000618155.3	0	0	0	0
ENST00000618156.5	329	45	138	5
ENST00000618172.4	1345	341	1322	284
ENST00000618231.3	0	0	0	0
ENST00000618236.1	0	0	0	0
ENST00000618250.4	170	39	169	30
ENST00000618262.4	1319	491	1295	377
ENST00000618265.5	2	0	4	0
ENST00000618305.2	8	0	0	0
ENST00000618348.1	0	0	0	0
ENST00000618403.5	148	8	146	5
ENST00000618404.5	0	0	0	0
ENST00000618457.5	2	0	2	0
ENST00000618468.4	67	14	64	13
ENST00000618518.3	96	62	93	50
ENST00000618534.4	127	14	119	8
ENST00000618539.4	1480	301	1428	211
ENST00000618548.4	6	6	6	4
ENST00000618550.5	7	1	6	1
ENST00000618562.2	82	3	81	2
ENST00000618629.1	0	0	0	0
ENST00000618634.2	0	0	0	0
ENST00000618655.2	351	64	333	54
ENST00000618691.5	1062	623	2055	573
ENST00000618699.2	0	0	0	0
ENST00000618712.4	0	0	0	0
ENST00000618722.4	0	0	0	0
ENST00000618742.3	0	0	0	0
ENST00000618787.5	105	27	62	12
ENST00000618804.5	151	21	151	16
ENST00000618819.5	396	29	368	20
ENST00000618847.5	0	0	0	0
ENST00000618852.5	350	69	735	73
ENST00000618853.5	115	22	107	19
ENST00000618957.4	0	0	0	0
ENST00000618958.2	340	1	70	0
ENST00000619012.4	1	1	1	0
ENST00000619038.5	7	2	0	0
ENST00000619039.4	371	112	313	79
ENST00000619044.1	2	0	1	0
ENST00000619087.4	25	2	23	2
ENST00000619133.4	103	59	404	86
ENST00000619162.5	18	5	4	0
ENST00000619167.1	0	0	0	0
ENST00000619168.4	645	77	583	49
ENST00000619189.5	274	38	263	28
ENST00000619208.6	5	2	5	2
ENST00000619213.1	0	0	0	0
ENST00000619236.1	1	0	1	0
ENST00000619243.1	0	0	0	0
ENST00000619269.4	393	84	377	57
ENST00000619286.5	0	0	0	0
ENST00000619301.4	312	11	346	9
ENST00000619363.2	1	0	1	0
ENST00000619375.1	0	0	0	0
ENST00000619387.5	1230	284	1244	231
ENST00000619416.4	694	55	681	40
ENST00000619423.4	0	4	0	0
ENST00000619426.5	1168	418	1242	335
ENST00000619466.2	408	0	78	0
ENST00000619537.4	0	0	0	0
ENST00000619541.4	610	38	598	32
ENST00000619559.4	0	0	0	0
ENST00000619594.5	299	35	351	25
ENST00000619609.1	0	0	0	0
ENST00000619701.5	1	0	0	0
ENST00000619707.5	122	7	124	6
ENST00000619721.6	0	0	0	0
ENST00000619850.2	1333	209	1273	159
ENST00000619866.5	0	0	0	0
ENST00000619888.4	0	0	0	0
ENST00000619895.4	0	0	0	0
ENST00000619898.5	652	168	628	124
ENST00000619903.4	0	0	0	0
ENST00000619913.4	666	143	658	111
ENST00000619918.1	0	0	0	0
ENST00000619920.4	1645	859	1888	755
ENST00000619922.1	1	0	0	0
ENST00000619929.5	596	575	567	466
ENST00000619989.1	0	0	0	0
ENST00000619998.1	0	0	0	0
ENST00000620016.2	0	0	0	0
ENST00000620048.6	105	9	99	7
ENST00000620094.4	104	28	84	25
ENST00000620105.5	195	5	190	4
ENST00000620116.5	6	0	2	0
ENST00000620120.3	7	0	7	0
ENST00000620123.4	854	127	831	103
ENST00000620134.4	591	70	579	62
ENST00000620151.2	0	0	0	0
ENST00000620157.4	895	42	1191	41
ENST00000620173.4	230	17	257	17
ENST00000620210.1	0	0	0	0
ENST00000620215.2	0	0	0	0
ENST00000620247.1	0	0	0	0
ENST00000620250.1	0	0	0	0
ENST00000620254.5	466	87	445	65
ENST00000620260.5	2	5	1	2
ENST00000620264.4	0	0	0	0
ENST00000620267.1	0	0	0	0
ENST00000620284.5	10	2	12	2
ENST00000620338.4	416	41	417	31
ENST00000620350.5	8	0	9	0
ENST00000620364.5	0	0	0	0
ENST00000620438.1	106	0	74	0
ENST00000620443.2	1	0	0	0
ENST00000620473.4	3	4	2	1
ENST00000620492.4	0	0	0	0
ENST00000620528.5	6	0	0	0
ENST00000620565.4	866	204	1562	296
ENST00000620612.5	0	1	0	0
ENST00000620652.4	0	0	0	0
ENST00000620654.2	0	0	0	0
ENST00000620693.4	0	0	0	0
ENST00000620704.5	0	0	0	0
ENST00000620771.4	542	154	334	72
ENST00000620793.2	0	0	0	0
ENST00000620804.1	0	0	0	0
ENST00000620827.4	55	6	14	3
ENST00000620911.6	0	0	0	0
ENST00000620995.5	26	2	10	0
ENST00000621003.4	276	28	262	17
ENST00000621034.1	0	0	0	0
ENST00000621039.5	0	0	0	0
ENST00000621053.1	0	0	0	0
ENST00000621082.1	0	0	0	0
ENST00000621083.4	188	21	126	14
ENST00000621112.2	229	0	115	0
ENST00000621116.4	666	148	638	100
ENST00000621158.5	573	60	559	50
ENST00000621161.5	5	0	5	0
ENST00000621162.1	1	0	1	0
ENST00000621169.1	0	0	0	0
ENST00000621172.4	0	0	0	0
ENST00000621179.5	0	0	0	0
ENST00000621198.5	0	1	0	0
ENST00000621226.2	0	0	0	0
ENST00000621267.4	1616	625	1719	477
ENST00000621332.5	150	119	144	124
ENST00000621356.3	3	2	1110	914
ENST00000621372.4	42	2	39	1
ENST00000621411.3	827	1	437	0
ENST00000621421.4	567	152	671	129
ENST00000621426.6	188	30	188	25
ENST00000621432.2	0	0	0	0
ENST00000621437.4	656	394	602	260
ENST00000621441.5	526	70	880	73
ENST00000621465.5	84	13	80	9
ENST00000621500.2	0	0	0	0
ENST00000621517.1	0	0	0	0
ENST00000621525.4	0	0	0	0
ENST00000621536.4	5	0	5	0
ENST00000621565.4	435	41	424	32
ENST00000621587.1	0	0	0	0
ENST00000621592.7	1637	759	1523	586
ENST00000621615.1	0	0	0	0
ENST00000621632.5	1932	484	1914	384
ENST00000621648.4	188	7	176	6
ENST00000621650.2	276	10	6	0
ENST00000621654.2	40	8	39	8
ENST00000621663.4	329	88	316	70
ENST00000621676.4	471	59	459	45
ENST00000621723.4	174	35	67	12
ENST00000621744.4	0	0	0	0
ENST00000621771.1	0	0	0	0
ENST00000621775.2	42	7	32	6
ENST00000621784.4	371	67	364	52
ENST00000621943.4	897	137	881	89
ENST00000621994.3	5	0	1	0
ENST00000621999.5	698	32	710	30
ENST00000622030.2	0	0	0	0
ENST00000622132.5	6	2	5	1
ENST00000622138.4	0	0	0	0
ENST00000622142.5	133	19	123	13
ENST00000622186.4	891	60	916	52
ENST00000622206.1	0	0	0	0
ENST00000622211.4	1	0	0	0
ENST00000622235.5	281	59	268	53
ENST00000622277.4	561	92	556	72
ENST00000622299.4	243	45	252	38
ENST00000622339.4	0	0	0	0
ENST00000622362.1	114	18	123	12
ENST00000622375.4	106	43	103	23
ENST00000622395.4	314	79	300	59
ENST00000622421.2	0	0	0	0
ENST00000622429.1	9	4	36	17
ENST00000622447.4	0	0	0	0
